,subject1_a,subject1,subject1_b,subject2_a,subject2,subject2_b,object,rule,conf_pca
r143,a,<dbo:country>,f,b,<dbo:stateOfOrigin>,f,<dbo:mayor>,"<dbo:mayor>(a, b) <= <dbo:country>(a, f) & <dbo:stateOfOrigin>(b, f)",2.8617e-05
r144,b,<dbo:location>,f,a,<dbo:state>,f,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:location>(b, f) & <dbo:state>(a, f)",2.8686e-05
r145,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",2.9253e-05
r146,b,<dbo:birthPlace>,f,a,<dbo:city>,f,<dbo:viceChancellor>,"<dbo:viceChancellor>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:city>(a, f)",2.9372e-05
r147,a,<dbo:country>,f,b,<dbo:sourceCountry>,f,<dbo:rightTributary>,"<dbo:rightTributary>(a, b) <= <dbo:country>(a, f) & <dbo:sourceCountry>(b, f)",2.9726e-05
r148,a,<dbo:nationality>,f,b,<dbo:nationality>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",2.9939e-05
r149,a,<dbo:type>,f,b,<dbo:type>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",3.0126e-05
r150,b,<dbo:birthPlace>,f,a,<dbo:secondDriverCountry>,f,<dbo:secondDriver>,"<dbo:secondDriver>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:secondDriverCountry>(a, f)",3.0803e-05
r151,a,<dbo:country>,f,b,<dbo:residence>,f,<dbo:currentPartner>,"<dbo:currentPartner>(a, b) <= <dbo:country>(a, f) & <dbo:residence>(b, f)",3.0974e-05
r152,b,<dbo:birthPlace>,f,a,<dbo:location>,f,<dbo:showJudge>,"<dbo:showJudge>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:location>(a, f)",3.1113e-05
r153,a,<dbo:birthPlace>,f,b,<dbo:deathPlace>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",3.1446e-05
r154,b,<dbo:birthPlace>,f,a,<dbo:firstDriverCountry>,f,<dbo:poleDriver>,"<dbo:poleDriver>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:firstDriverCountry>(a, f)",3.1457e-05
r155,b,<dbo:birthPlace>,f,a,<dbo:country>,f,<dbo:currentPartner>,"<dbo:currentPartner>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:country>(a, f)",3.2391e-05
r156,b,<dbo:country>,f,a,<dbo:nationality>,f,<dbo:notableWork>,"<dbo:notableWork>(a, b) <= <dbo:country>(b, f) & <dbo:nationality>(a, f)",3.2517e-05
r157,a,<dbo:deathPlace>,f,b,<dbo:nationality>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:nationality>(b, f)",3.261e-05
r158,a,<dbo:birthPlace>,f,b,<dbo:location>,f,<dbo:significantBuilding>,"<dbo:significantBuilding>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:location>(b, f)",3.2973e-05
r159,a,<dbo:country>,f,b,<dbo:hometown>,f,<dbo:alumni>,"<dbo:alumni>(a, b) <= <dbo:country>(a, f) & <dbo:hometown>(b, f)",3.3321e-05
r160,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:doctoralStudent>,"<dbo:doctoralStudent>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",3.3748e-05
r161,a,<dbo:state>,f,b,<dbo:state>,f,<dbo:denomination>,"<dbo:denomination>(a, b) <= <dbo:state>(a, f) & <dbo:state>(b, f)",3.4096e-05
r162,b,<dbo:location>,f,a,<dbo:locationCountry>,f,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:location>(b, f) & <dbo:locationCountry>(a, f)",3.5266e-05
r163,b,<dbo:country>,f,a,<dbo:nationality>,f,<dbo:highschool>,"<dbo:highschool>(a, b) <= <dbo:country>(b, f) & <dbo:nationality>(a, f)",3.5349e-05
r164,a,<dbo:country>,f,b,<dbo:deathPlace>,f,<dbo:saint>,"<dbo:saint>(a, b) <= <dbo:country>(a, f) & <dbo:deathPlace>(b, f)",3.5372e-05
r165,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:choreographer>,"<dbo:choreographer>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",3.5736e-05
r166,a,<dbo:computingPlatform>,f,b,<dbo:operatingSystem>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:computingPlatform>(a, f) & <dbo:operatingSystem>(b, f)",3.5746e-05
r167,a,<dbo:religion>,f,b,<dbo:religion>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",3.5758e-05
r168,a,<dbo:assembly>,f,b,<dbo:country>,f,<dbo:assembly>,"<dbo:assembly>(a, b) <= <dbo:assembly>(a, f) & <dbo:country>(b, f)",3.6029e-05
r169,a,<dbo:assembly>,f,b,<dbo:locationCountry>,f,<dbo:designCompany>,"<dbo:designCompany>(a, b) <= <dbo:assembly>(a, f) & <dbo:locationCountry>(b, f)",3.6393e-05
r170,b,<dbo:country>,f,a,<dbo:location>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:country>(b, f) & <dbo:location>(a, f)",3.6422e-05
r171,a,<dbo:foundationPlace>,f,b,<dbo:location>,f,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:foundationPlace>(a, f) & <dbo:location>(b, f)",3.6711e-05
r172,a,<dbo:computingMedia>,f,b,<dbo:computingMedia>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:computingMedia>(a, f) & <dbo:computingMedia>(b, f)",3.6806e-05
r173,b,<dbo:birthPlace>,f,a,<dbo:garrison>,f,<dbo:secondCommander>,"<dbo:secondCommander>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:garrison>(a, f)",3.7407e-05
r174,a,<dbo:location>,f,b,<dbo:location>,f,<dbo:nrhpType>,"<dbo:nrhpType>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",3.7428e-05
r175,a,<dbo:country>,f,b,<dbo:location>,f,<dbo:operatedBy>,"<dbo:operatedBy>(a, b) <= <dbo:country>(a, f) & <dbo:location>(b, f)",3.7596e-05
r176,b,<dbo:location>,f,a,<dbo:premierePlace>,f,<dbo:premierePlace>,"<dbo:premierePlace>(a, b) <= <dbo:location>(b, f) & <dbo:premierePlace>(a, f)",3.8106e-05
r177,a,<dbo:type>,f,b,<dbo:type>,f,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",3.8802e-05
r178,b,<dbo:country>,f,a,<dbo:deathPlace>,f,<dbo:significantBuilding>,"<dbo:significantBuilding>(a, b) <= <dbo:country>(b, f) & <dbo:deathPlace>(a, f)",3.9086e-05
r179,a,<dbo:nationality>,f,b,<dbo:nationality>,f,<dbo:partner>,"<dbo:partner>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",3.9755e-05
r180,b,<dbo:birthPlace>,f,a,<dbo:county>,f,<dbo:chairperson>,"<dbo:chairperson>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:county>(a, f)",4.0026e-05
r181,a,<dbo:type>,f,b,<dbo:type>,f,<dbo:island>,"<dbo:island>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",4.005e-05
r182,a,<dbo:deathPlace>,f,b,<dbo:nationality>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:nationality>(b, f)",4.0391e-05
r183,a,<dbo:countryOrigin>,f,b,<dbo:headquarter>,f,<dbo:launchSite>,"<dbo:launchSite>(a, b) <= <dbo:countryOrigin>(a, f) & <dbo:headquarter>(b, f)",4.0448e-05
r184,a,<dbo:country>,f,b,<dbo:nationality>,f,<dbo:viceChancellor>,"<dbo:viceChancellor>(a, b) <= <dbo:country>(a, f) & <dbo:nationality>(b, f)",4.0522e-05
r185,b,<dbo:locationCountry>,f,a,<dbo:nationality>,f,<dbo:employer>,"<dbo:employer>(a, b) <= <dbo:locationCountry>(b, f) & <dbo:nationality>(a, f)",4.1113e-05
r186,b,<dbo:locationCountry>,f,a,<dbo:stateOfOrigin>,f,<dbo:employer>,"<dbo:employer>(a, b) <= <dbo:locationCountry>(b, f) & <dbo:stateOfOrigin>(a, f)",4.1113e-05
r187,a,<dbo:country>,f,b,<dbo:origin>,f,<dbo:river>,"<dbo:river>(a, b) <= <dbo:country>(a, f) & <dbo:origin>(b, f)",4.1391e-05
r188,b,<dbo:birthPlace>,f,a,<dbo:residence>,f,<dbo:formerChoreographer>,"<dbo:formerChoreographer>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",4.2012e-05
r189,b,<dbo:birthPlace>,f,a,<dbo:stateOfOrigin>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:stateOfOrigin>(a, f)",4.2123e-05
r190,b,<dbo:isPartOf>,f,a,<dbo:state>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:state>(a, f)",4.2141e-05
r191,a,<dbo:country>,f,b,<dbo:deathPlace>,f,<dbo:creativeDirector>,"<dbo:creativeDirector>(a, b) <= <dbo:country>(a, f) & <dbo:deathPlace>(b, f)",4.2718e-05
r192,a,<dbo:language>,f,b,<dbo:language>,f,<dbo:sisterNewspaper>,"<dbo:sisterNewspaper>(a, b) <= <dbo:language>(a, f) & <dbo:language>(b, f)",4.3668e-05
r193,b,<dbo:birthPlace>,f,a,<dbo:residence>,f,<dbo:choreographer>,"<dbo:choreographer>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",4.3992e-05
r194,a,<dbo:location>,f,b,<dbo:location>,f,<dbo:promotion>,"<dbo:promotion>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",4.4042e-05
r195,a,<dbo:country>,f,b,<dbo:locatedInArea>,f,<dbo:island>,"<dbo:island>(a, b) <= <dbo:country>(a, f) & <dbo:locatedInArea>(b, f)",4.4334e-05
r196,b,<dbo:birthPlace>,f,a,<dbo:state>,f,<dbo:viceChancellor>,"<dbo:viceChancellor>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:state>(a, f)",4.5676e-05
r197,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",4.6549e-05
r198,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",4.6754e-05
r199,a,<dbo:location>,f,b,<dbo:locationCountry>,f,<dbo:subsidiary>,"<dbo:subsidiary>(a, b) <= <dbo:location>(a, f) & <dbo:locationCountry>(b, f)",4.7524e-05
r200,a,<dbo:battle>,f,b,<dbo:battle>,f,<dbo:secondCommander>,"<dbo:secondCommander>(a, b) <= <dbo:battle>(a, f) & <dbo:battle>(b, f)",4.8654e-05
r201,a,<dbo:birthPlace>,f,b,<dbo:deathPlace>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",4.8722e-05
r202,a,<dbo:birthPlace>,f,b,<dbo:nationality>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:nationality>(b, f)",4.8729e-05
r203,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",4.9454e-05
r204,a,<dbo:country>,f,b,<dbo:stateOfOrigin>,f,<dbo:viceChancellor>,"<dbo:viceChancellor>(a, b) <= <dbo:country>(a, f) & <dbo:stateOfOrigin>(b, f)",4.9691e-05
r205,b,<dbo:birthPlace>,f,a,<dbo:nationality>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:nationality>(a, f)",5.1383e-05
r206,a,<dbo:deathPlace>,f,b,<dbo:location>,f,<dbo:employer>,"<dbo:employer>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:location>(b, f)",5.2129e-05
r207,b,<dbo:birthPlace>,f,a,<dbo:nationality>,f,<dbo:associate>,"<dbo:associate>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:nationality>(a, f)",5.2392e-05
r208,a,<dbo:birthPlace>,f,b,<dbo:residence>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",5.2688e-05
r209,b,<dbo:deathPlace>,f,a,<dbo:location>,f,<dbo:architect>,"<dbo:architect>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:location>(a, f)",5.2688e-05
r210,b,<dbo:country>,f,a,<dbo:deathPlace>,f,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:country>(b, f) & <dbo:deathPlace>(a, f)",5.3164e-05
r211,a,<dbo:birthPlace>,f,b,<dbo:deathPlace>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",5.3597e-05
r212,b,<dbo:deathPlace>,f,a,<dbo:nationality>,f,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:nationality>(a, f)",5.4123e-05
r213,a,<dbo:type>,f,b,<dbo:type>,f,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",5.5704e-05
r214,a,<dbo:billed>,f,b,<dbo:country>,f,<dbo:billed>,"<dbo:billed>(a, b) <= <dbo:billed>(a, f) & <dbo:country>(b, f)",5.5799e-05
r215,a,<dbo:birthPlace>,f,f,<dbo:leaderName>,b,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:leaderName>(f, b)",5.6653e-05
r216,b,<dbo:birthPlace>,f,a,<dbo:country>,f,<dbo:creativeDirector>,"<dbo:creativeDirector>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:country>(a, f)",5.6676e-05
r217,b,<dbo:birthPlace>,f,a,<dbo:deathPlace>,f,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",5.6833e-05
r218,b,<dbo:birthPlace>,f,a,<dbo:deathPlace>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",5.7008e-05
r219,b,<dbo:location>,f,a,<dbo:nationality>,f,<dbo:significantBuilding>,"<dbo:significantBuilding>(a, b) <= <dbo:location>(b, f) & <dbo:nationality>(a, f)",5.7411e-05
r220,a,<dbo:nationality>,f,b,<dbo:residence>,f,<dbo:doctoralStudent>,"<dbo:doctoralStudent>(a, b) <= <dbo:nationality>(a, f) & <dbo:residence>(b, f)",5.8053e-05
r221,a,<dbo:campus>,f,b,<dbo:campus>,f,<dbo:affiliation>,"<dbo:affiliation>(a, b) <= <dbo:campus>(a, f) & <dbo:campus>(b, f)",5.8289e-05
r222,b,<dbo:birthPlace>,f,a,<dbo:poleDriverCountry>,f,<dbo:poleDriver>,"<dbo:poleDriver>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:poleDriverCountry>(a, f)",5.8479e-05
r223,a,<dbo:timeZone>,f,b,<dbo:timeZone>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:timeZone>(a, f) & <dbo:timeZone>(b, f)",5.8533e-05
r224,b,<dbo:location>,f,a,<dbo:locationCountry>,f,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:location>(b, f) & <dbo:locationCountry>(a, f)",5.9318e-05
r225,a,<dbo:occupation>,f,b,<dbo:occupation>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:occupation>(a, f) & <dbo:occupation>(b, f)",6.045e-05
r226,b,<dbo:location>,f,a,<dbo:residence>,f,<dbo:employer>,"<dbo:employer>(a, b) <= <dbo:location>(b, f) & <dbo:residence>(a, f)",6.1415e-05
r227,b,<dbo:birthPlace>,f,a,<dbo:residence>,f,<dbo:coach>,"<dbo:coach>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",6.29e-05
r228,b,<dbo:country>,f,a,<dbo:garrison>,f,<dbo:garrison>,"<dbo:garrison>(a, b) <= <dbo:country>(b, f) & <dbo:garrison>(a, f)",6.2948e-05
r229,a,<dbo:location>,f,b,<dbo:locationCountry>,f,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:location>(a, f) & <dbo:locationCountry>(b, f)",6.344e-05
r230,a,<dbo:country>,f,b,<dbo:residence>,f,<dbo:viceChancellor>,"<dbo:viceChancellor>(a, b) <= <dbo:country>(a, f) & <dbo:residence>(b, f)",6.4405e-05
r231,a,<dbo:computingPlatform>,f,b,<dbo:computingPlatform>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:computingPlatform>(a, f) & <dbo:computingPlatform>(b, f)",6.4623e-05
r232,b,<dbo:location>,f,a,<dbo:state>,f,<dbo:sourcePlace>,"<dbo:sourcePlace>(a, b) <= <dbo:location>(b, f) & <dbo:state>(a, f)",6.4809e-05
r233,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:coach>,"<dbo:coach>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",6.5735e-05
r234,b,<dbo:birthPlace>,f,a,<dbo:city>,f,<dbo:chairperson>,"<dbo:chairperson>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:city>(a, f)",6.6173e-05
r235,a,<dbo:nationality>,f,b,<dbo:stateOfOrigin>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:nationality>(a, f) & <dbo:stateOfOrigin>(b, f)",6.851e-05
r236,a,<dbo:deathPlace>,f,b,<dbo:nationality>,f,<dbo:doctoralStudent>,"<dbo:doctoralStudent>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:nationality>(b, f)",6.883e-05
r237,a,<dbo:country>,f,b,<dbo:locatedInArea>,f,<dbo:sourcePlace>,"<dbo:sourcePlace>(a, b) <= <dbo:country>(a, f) & <dbo:locatedInArea>(b, f)",6.8865e-05
r238,a,<dbo:deathPlace>,f,b,<dbo:residence>,f,<dbo:doctoralStudent>,"<dbo:doctoralStudent>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:residence>(b, f)",6.9329e-05
r239,b,<dbo:isPartOf>,f,a,<dbo:state>,f,<dbo:highestPlace>,"<dbo:highestPlace>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:state>(a, f)",6.9936e-05
r240,a,<dbo:country>,f,b,<dbo:location>,f,<dbo:ceremonialCounty>,"<dbo:ceremonialCounty>(a, b) <= <dbo:country>(a, f) & <dbo:location>(b, f)",7.0382e-05
r241,a,<dbo:country>,f,b,<dbo:location>,f,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:country>(a, f) & <dbo:location>(b, f)",7.0727e-05
r242,b,<dbo:country>,f,a,<dbo:education>,f,<dbo:education>,"<dbo:education>(a, b) <= <dbo:country>(b, f) & <dbo:education>(a, f)",7.1225e-05
r243,a,<dbo:birthPlace>,f,b,<dbo:residence>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",7.1342e-05
r244,a,<dbo:profession>,f,b,<dbo:profession>,f,<dbo:opponent>,"<dbo:opponent>(a, b) <= <dbo:profession>(a, f) & <dbo:profession>(b, f)",7.1352e-05
r245,a,<dbo:country>,f,b,<dbo:nationality>,f,<dbo:leader>,"<dbo:leader>(a, b) <= <dbo:country>(a, f) & <dbo:nationality>(b, f)",7.1521e-05
r246,b,<dbo:deathPlace>,f,a,<dbo:nationality>,f,<dbo:doctoralStudent>,"<dbo:doctoralStudent>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:nationality>(a, f)",7.1753e-05
r247,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:formerChoreographer>,"<dbo:formerChoreographer>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",7.3679e-05
r248,a,<dbo:birthPlace>,f,b,<dbo:deathPlace>,f,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",7.382e-05
r249,a,<dbo:militaryBranch>,f,b,<dbo:militaryBranch>,f,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",7.4138e-05
r250,a,<dbo:location>,f,b,<dbo:location>,f,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",7.7134e-05
r251,a,<dbo:location>,f,b,<dbo:state>,f,<dbo:rival>,"<dbo:rival>(a, b) <= <dbo:location>(a, f) & <dbo:state>(b, f)",7.8209e-05
r252,b,<dbo:birthPlace>,f,a,<dbo:location>,f,<dbo:alumni>,"<dbo:alumni>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:location>(a, f)",7.9548e-05
r253,b,<dbo:foundationPlace>,f,a,<dbo:location>,f,<dbo:subsidiary>,"<dbo:subsidiary>(a, b) <= <dbo:foundationPlace>(b, f) & <dbo:location>(a, f)",7.959e-05
r254,b,<dbo:birthPlace>,f,a,<dbo:nationality>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:nationality>(a, f)",7.982e-05
r255,a,<dbo:broadcastArea>,f,b,<dbo:location>,f,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:broadcastArea>(a, f) & <dbo:location>(b, f)",7.9979e-05
r256,a,<dbo:nationality>,f,b,<dbo:nationality>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",8.0294e-05
r257,a,<dbo:birthPlace>,f,b,<dbo:birthPlace>,f,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",8.1142e-05
r258,a,<dbo:assembly>,f,b,<dbo:stateOfOrigin>,f,<dbo:designCompany>,"<dbo:designCompany>(a, b) <= <dbo:assembly>(a, f) & <dbo:stateOfOrigin>(b, f)",8.125e-05
r259,a,<dbo:deathPlace>,f,b,<dbo:deathPlace>,f,<dbo:partner>,"<dbo:partner>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",8.1818e-05
r260,b,<dbo:country>,f,a,<dbo:headquarter>,f,<dbo:splitFromParty>,"<dbo:splitFromParty>(a, b) <= <dbo:country>(b, f) & <dbo:headquarter>(a, f)",8.1979e-05
r261,b,<dbo:country>,f,a,<dbo:sourceCountry>,f,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:country>(b, f) & <dbo:sourceCountry>(a, f)",8.2062e-05
r262,b,<dbo:birthPlace>,f,a,<dbo:country>,f,<dbo:leader>,"<dbo:leader>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:country>(a, f)",8.2484e-05
r263,a,<dbo:birthPlace>,f,b,<dbo:deathPlace>,f,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",8.2792e-05
r264,a,<dbo:daylightSavingTimeZone>,f,b,<dbo:timeZone>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:daylightSavingTimeZone>(a, f) & <dbo:timeZone>(b, f)",8.3128e-05
r265,b,<dbo:country>,f,a,<dbo:location>,f,<dbo:island>,"<dbo:island>(a, b) <= <dbo:country>(b, f) & <dbo:location>(a, f)",8.3679e-05
r266,a,<dbo:location>,f,b,<dbo:location>,f,<dbo:outflow>,"<dbo:outflow>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",8.3901e-05
r267,b,<dbo:deathPlace>,f,a,<dbo:isPartOf>,f,<dbo:foundingPerson>,"<dbo:foundingPerson>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:isPartOf>(a, f)",8.4159e-05
r268,b,<dbo:birthPlace>,f,a,<dbo:residence>,f,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",8.466e-05
r269,a,<dbo:genre>,f,b,<dbo:genre>,f,<dbo:notableWork>,"<dbo:notableWork>(a, b) <= <dbo:genre>(a, f) & <dbo:genre>(b, f)",8.4782e-05
r270,a,<dbo:nationality>,f,b,<dbo:nationality>,f,<dbo:doctoralStudent>,"<dbo:doctoralStudent>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",8.4807e-05
r271,a,<dbo:militaryBranch>,f,b,<dbo:militaryBranch>,f,<dbo:incumbent>,"<dbo:incumbent>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",8.4818e-05
r272,a,<dbo:country>,f,b,<dbo:location>,f,<dbo:servingRailwayLine>,"<dbo:servingRailwayLine>(a, b) <= <dbo:country>(a, f) & <dbo:location>(b, f)",8.5389e-05
r273,a,<dbo:country>,f,b,<dbo:location>,f,<dbo:localAuthority>,"<dbo:localAuthority>(a, b) <= <dbo:country>(a, f) & <dbo:location>(b, f)",8.6041e-05
r274,a,<dbo:battle>,f,b,<dbo:battle>,f,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:battle>(a, f) & <dbo:battle>(b, f)",8.7113e-05
r275,a,<dbo:nationality>,f,b,<dbo:nationality>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",8.7315e-05
r276,b,<dbo:birthPlace>,f,a,<dbo:deathPlace>,f,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",8.7864e-05
r277,a,<dbo:keyPerson>,f,b,<dbo:keyPerson>,f,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:keyPerson>(a, f) & <dbo:keyPerson>(b, f)",8.8056e-05
r278,b,<dbo:country>,f,a,<dbo:headquarter>,f,<dbo:nationalAffiliation>,"<dbo:nationalAffiliation>(a, b) <= <dbo:country>(b, f) & <dbo:headquarter>(a, f)",9.0874e-05
r279,b,<dbo:country>,f,a,<dbo:residence>,f,<dbo:currentPartner>,"<dbo:currentPartner>(a, b) <= <dbo:country>(b, f) & <dbo:residence>(a, f)",9.1013e-05
r280,a,<dbo:birthPlace>,f,b,<dbo:deathPlace>,f,<dbo:associate>,"<dbo:associate>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",9.1018e-05
r281,a,<dbo:type>,f,b,<dbo:type>,f,<dbo:subsidiary>,"<dbo:subsidiary>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",9.1353e-05
r282,b,<dbo:deathPlace>,f,a,<dbo:nationality>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:nationality>(a, f)",9.1614e-05
